question,answer,index
I wish I could stop feeling despairing,I'm very sorry to hear that.,54
I'm blue,I'm very sorry to hear that.,54
I'm blue today,I'm very sorry to hear that.,54
I'm broken hearted,I'm very sorry to hear that.,54
I'm broken hearted today,I'm very sorry to hear that.,54
I'm dejected,I'm very sorry to hear that.,54
Being sad is the worst,I'm very sorry to hear that.,54
I wish I could stop feeling miserable,I'm very sorry to hear that.,54
I hate depression,I'm very sorry to hear that.,54
I feel miserable,I'm very sorry to hear that.,54
I feel pretty bummed out,I'm very sorry to hear that.,54
I feel sad today,I'm very sorry to hear that.,54
I feel unhappy,I'm very sorry to hear that.,54
I wish I could stop feeling down,I'm very sorry to hear that.,54
I am depressed,I'm very sorry to hear that.,54
I wish I could stop feeling despondent,I'm very sorry to hear that.,54
I hate feeling down,I'm very sorry to hear that.,54
I hate feeling sad constantly,I'm very sorry to hear that.,54
I hate feeling sad every day,I'm very sorry to hear that.,54
I wish I could stop feeling blue,I'm very sorry to hear that.,54
I wish I could stop feeling broken hearted,I'm very sorry to hear that.,54
I wish I could stop feeling dejected,I'm very sorry to hear that.,54
I'm despondent,I'm very sorry to hear that.,54
I feel unhappy today,I'm very sorry to hear that.,54
I'm feeling in despair today,I'm very sorry to hear that.,54
I'm feeling downcast today,I'm very sorry to hear that.,54
I'm feeling downhearted today,I'm very sorry to hear that.,54
I'm feeling dumps,I'm very sorry to hear that.,54
I'm feeling gloomy,I'm very sorry to hear that.,54
I'm feeling gloomy today,I'm very sorry to hear that.,54
I'm dejected today,I'm very sorry to hear that.,54
I'm feeling hopeless,I'm very sorry to hear that.,54
I'm feeling despondent today,I'm very sorry to hear that.,54
I'm feeling inconsolable today,I'm very sorry to hear that.,54
I'm feeling melancholy today,I'm very sorry to hear that.,54
I'm feeling miserable today,I'm very sorry to hear that.,54
I'm feeling out,I'm very sorry to hear that.,54
I'm feeling sad,I'm very sorry to hear that.,54
I'm feeling sad today,I'm very sorry to hear that.,54
I'm feeling glum today,I'm very sorry to hear that.,54
I'm despondent today,I'm very sorry to hear that.,54
I'm down,I'm very sorry to hear that.,54
I'm down today,I'm very sorry to hear that.,54
I'm downcast,I'm very sorry to hear that.,54
I'm downcast today,I'm very sorry to hear that.,54
I'm downhearted,I'm very sorry to hear that.,54
I'm feeling down today,I'm very sorry to hear that.,54
I'm feeling a little down today,I'm very sorry to hear that.,54
I'm feeling blue today,I'm very sorry to hear that.,54
I'm feeling broken hearted,I'm very sorry to hear that.,54
I'm feeling broken hearted today,I'm very sorry to hear that.,54
I'm feeling bummed today,I'm very sorry to hear that.,54
I'm feeling dejected today,I'm very sorry to hear that.,54
I feel inconsolable today,I'm very sorry to hear that.,54
I'm downhearted today,I'm very sorry to hear that.,54
I am usually bummed out,I'm very sorry to hear that.,54
I am in despair,I'm very sorry to hear that.,54
I am inconsolable,I'm very sorry to hear that.,54
I am melancholy,I'm very sorry to hear that.,54
I am miserable,I'm very sorry to hear that.,54
I am sad,I'm very sorry to hear that.,54
I am so utterly bummed out,I'm very sorry to hear that.,54
I feel melancholy today,I'm very sorry to hear that.,54
I am unhappy,I'm very sorry to hear that.,54
I am feeling broken hearted,I'm very sorry to hear that.,54
I am usually sad,I'm very sorry to hear that.,54
I can't stand feeling so blue,I'm very sorry to hear that.,54
I can't stand feeling so broken hearted,I'm very sorry to hear that.,54
I can't stand feeling so dejected,I'm very sorry to hear that.,54
I can't stand feeling so despairing,I'm very sorry to hear that.,54
I can't stand feeling so despondent,I'm very sorry to hear that.,54
I am the saddest person in the world,I'm very sorry to hear that.,54
I am dejected,I'm very sorry to hear that.,54
Depression is such a bummer,I'm very sorry to hear that.,54
Depression is the worst,I'm very sorry to hear that.,54
Every day I feel down,I'm very sorry to hear that.,54
Feeling down is the worst,I'm very sorry to hear that.,54
Being depressed is the worst,I'm very sorry to hear that.,54
I am always sad,I'm very sorry to hear that.,54
I am glum,I'm very sorry to hear that.,54
I am broken hearted,I'm very sorry to hear that.,54
I am gloomy,I'm very sorry to hear that.,54
I am always depressed,I'm very sorry to hear that.,54
I am despondent,I'm very sorry to hear that.,54
I am down,I'm very sorry to hear that.,54
I am down in the dumps,I'm very sorry to hear that.,54
I am downcast,I'm very sorry to hear that.,54
I am downhearted,I'm very sorry to hear that.,54
I can't stand feeling so downhearted,I'm very sorry to hear that.,54
I am blue,I'm very sorry to hear that.,54
I feel downhearted today,I'm very sorry to hear that.,54
I can't stand feeling so down,I'm very sorry to hear that.,54
I feel despondent today,I'm very sorry to hear that.,54
I feel down,I'm very sorry to hear that.,54
I feel down in the dumps,I'm very sorry to hear that.,54
I feel down today,I'm very sorry to hear that.,54
I feel downcast,I'm very sorry to hear that.,54
I feel dejected today,I'm very sorry to hear that.,54
I feel downhearted,I'm very sorry to hear that.,54
I feel dejected,I'm very sorry to hear that.,54
I feel gloomy,I'm very sorry to hear that.,54
I feel gloomy today,I'm very sorry to hear that.,54
I feel glum,I'm very sorry to hear that.,54
I feel glum today,I'm very sorry to hear that.,54
I feel hopeless,I'm very sorry to hear that.,54
I feel inconsolable,I'm very sorry to hear that.,54
I'm full of sadness,I'm very sorry to hear that.,54
I feel downcast today,I'm very sorry to hear that.,54
I couldn't be more dejected,I'm very sorry to hear that.,54
I can't stand feeling so gloomy,I'm very sorry to hear that.,54
I can't stand feeling so glum,I'm very sorry to hear that.,54
I can't stand feeling so inconsolable,I'm very sorry to hear that.,54
I can't stand feeling so melancholy,I'm very sorry to hear that.,54
I can't stand feeling so miserable,I'm very sorry to hear that.,54
I feel despondent,I'm very sorry to hear that.,54
I can't stand feeling so unhappy,I'm very sorry to hear that.,54
I can't stand feeling so downcast,I'm very sorry to hear that.,54
I feel blue,I'm very sorry to hear that.,54
I feel blue today,I'm very sorry to hear that.,54
I feel broken hearted today,I'm very sorry to hear that.,54
I feel bummed,I'm very sorry to hear that.,54
I feel bummed out,I'm very sorry to hear that.,54
I feel bummy today,I'm very sorry to hear that.,54
I can't stand feeling so sad,I'm very sorry to hear that.,54
I hate feeling despondent,I'm very sorry to hear that.,54
When will I ever stop feeling so unhappy?,I'm very sorry to hear that.,54
I hate feeling sad,I'm very sorry to hear that.,54
I hate feeling unhappy,I'm very sorry to hear that.,54
I hate feeling miserable,I'm very sorry to hear that.,54
I hate feeling blue,I'm very sorry to hear that.,54
I hate feeling gloomy,I'm very sorry to hear that.,54
Today has made me sad,I'm very sorry to hear that.,54
I hate feeling downhearted,I'm very sorry to hear that.,54
When will I ever stop feeling so melancholy?,I'm very sorry to hear that.,54
I hate feeling glum,I'm very sorry to hear that.,54
I hate feeling melancholy,I'm very sorry to hear that.,54
I hate feeling like I'm in despair,I'm very sorry to hear that.,54
I hate feeling dejected,I'm very sorry to hear that.,54
I hate feeling inconsolable,I'm very sorry to hear that.,54
I hate feeling like I'm broken hearted,I'm very sorry to hear that.,54
I hate feeling downcast,I'm very sorry to hear that.,54
When will I ever stop feeling so despondent?,I'm very sorry to hear that.,54
I'm feeling unhappy today,I'm very sorry to hear that.,54
Today is just a little sad,I'm very sorry to hear that.,54
Today made me sad,I'm very sorry to hear that.,54
What can I say? I'm just feeling sad,I'm very sorry to hear that.,54
When will I ever stop feeling so blue?,I'm very sorry to hear that.,54
When will I ever stop feeling so broken hearted?,I'm very sorry to hear that.,54
When will I ever stop feeling so sad?,I'm very sorry to hear that.,54
When will I ever stop feeling so despairing?,I'm very sorry to hear that.,54
When will I ever stop feeling so miserable?,I'm very sorry to hear that.,54
When will I ever stop feeling so down?,I'm very sorry to hear that.,54
When will I ever stop feeling so downcast?,I'm very sorry to hear that.,54
When will I ever stop feeling so downhearted?,I'm very sorry to hear that.,54
When will I ever stop feeling so gloomy?,I'm very sorry to hear that.,54
When will I ever stop feeling so glum?,I'm very sorry to hear that.,54
When will I ever stop feeling so inconsolable?,I'm very sorry to hear that.,54
When will I ever stop feeling so dejected?,I'm very sorry to hear that.,54
Today is just a little depressed,I'm very sorry to hear that.,54
I am usually depressed,I'm very sorry to hear that.,54
"Listen, I'm just depressed",I'm very sorry to hear that.,54
My life is just depressing,I'm very sorry to hear that.,54
My life is so depressed,I'm very sorry to hear that.,54
My whole life is depressing,I'm very sorry to hear that.,54
Sometimes I just feel depressed,I'm very sorry to hear that.,54
Lately I've been so depressed,I'm very sorry to hear that.,54
Today has made me depressed,I'm very sorry to hear that.,54
I've been depressed all day,I'm very sorry to hear that.,54
This week has been depressing,I'm very sorry to hear that.,54
Today made me depressed,I'm very sorry to hear that.,54
What can I say? I'm just feeling depressed,I'm very sorry to hear that.,54
When will I ever stop feeling so depressed?,I'm very sorry to hear that.,54
I feel so melancholy,I'm very sorry to hear that.,54
My life makes me sad,I'm very sorry to hear that.,54
I have no life,I'm very sorry to hear that.,54
This week has made me depressed,I'm very sorry to hear that.,54
I'm depressed,I'm very sorry to hear that.,54
Today has been depressing,I'm very sorry to hear that.,54
I feel depressed today,I'm very sorry to hear that.,54
I hate being depressed,I'm very sorry to hear that.,54
I hate feeling depressed,I'm very sorry to hear that.,54
I hate feeling depressed constantly,I'm very sorry to hear that.,54
I hate feeling depressed every day,I'm very sorry to hear that.,54
Life is so depressing,I'm very sorry to hear that.,54
I wish I could stop feeling depressed,I'm very sorry to hear that.,54
I can't stand feeling so depressed,I'm very sorry to hear that.,54
I'm depressed today,I'm very sorry to hear that.,54
I'm feeling depressed,I'm very sorry to hear that.,54
I'm feeling depressed today,I'm very sorry to hear that.,54
I'm just feeling a bit depressed today,I'm very sorry to hear that.,54
I'm really depressed,I'm very sorry to hear that.,54
I'm so depressed,I'm very sorry to hear that.,54
I'm tired of feeling so depressed all the time,I'm very sorry to hear that.,54
Depressing day today,I'm very sorry to hear that.,54
I'm tired of feeling so downcast all the time,I'm very sorry to hear that.,54
I'm sad today,I'm very sorry to hear that.,54
I'm so sad,I'm very sorry to hear that.,54
I'm tired of feeling so blue all the time,I'm very sorry to hear that.,54
I'm tired of feeling so broken hearted all the time,I'm very sorry to hear that.,54
I'm tired of feeling so dejected all the time,I'm very sorry to hear that.,54
I'm tired of feeling so despairing all the time,I'm very sorry to hear that.,54
Today has me feeling blue,I'm very sorry to hear that.,54
I'm tired of feeling so down all the time,I'm very sorry to hear that.,54
I'm out of sorts,I'm very sorry to hear that.,54
I'm tired of feeling so downhearted all the time,I'm very sorry to hear that.,54
I'm tired of feeling so gloomy all the time,I'm very sorry to hear that.,54
I'm tired of feeling so glum all the time,I'm very sorry to hear that.,54
I'm tired of feeling so melancholy all the time,I'm very sorry to hear that.,54
I'm tired of feeling so miserable all the time,I'm very sorry to hear that.,54
I'm tired of feeling so despondent all the time,I'm very sorry to hear that.,54
I'm inconsolable today,I'm very sorry to hear that.,54
My life is sad,I'm very sorry to hear that.,54
I'm gloomy,I'm very sorry to hear that.,54
I'm gloomy today,I'm very sorry to hear that.,54
I'm glum,I'm very sorry to hear that.,54
I'm glum today,I'm very sorry to hear that.,54
I'm heartbroken,I'm very sorry to hear that.,54
I'm sad,I'm very sorry to hear that.,54
I'm in despair today,I'm very sorry to hear that.,54
I'm really sad,I'm very sorry to hear that.,54
I'm inconsolable,I'm very sorry to hear that.,54
I'm just feeling a bit sad today,I'm very sorry to hear that.,54
I'm melancholy,I'm very sorry to hear that.,54
I'm melancholy today,I'm very sorry to hear that.,54
I'm miserable today,I'm very sorry to hear that.,54
I'm miserable,I'm very sorry to hear that.,54
I'm unhappy,I'm very sorry to hear that.,54
I'm in despair,I'm very sorry to hear that.,54
My life is so sad,I'm very sorry to hear that.,54
I'm tired of feeling so sad all the time,I'm very sorry to hear that.,54
Life always sucks,I'm very sorry to hear that.,54
Life is depressing,I'm very sorry to hear that.,54
Life is heartbreaking,I'm very sorry to hear that.,54
Life is miserable,I'm very sorry to hear that.,54
Life is sad,I'm very sorry to hear that.,54
Lately I've been so sad,I'm very sorry to hear that.,54
my life is depressing,I'm very sorry to hear that.,54
Lately I've been so miserable,I'm very sorry to hear that.,54
My spirits are terrible,I'm very sorry to hear that.,54
My life is miserable,I'm very sorry to hear that.,54
Sad day today,I'm very sorry to hear that.,54
Sometimes I feel bummed out,I'm very sorry to hear that.,54
Sometimes I just feel sad,I'm very sorry to hear that.,54
This week has made me sad,I'm very sorry to hear that.,54
Today has been a trying day,I'm very sorry to hear that.,54
"Listen, I'm just sad",I'm very sorry to hear that.,54
Lately I've been so despondent,I'm very sorry to hear that.,54
I'm feeling woeful,I'm very sorry to hear that.,54
I'm unhappy today,I'm very sorry to hear that.,54
I've been sad all day,I'm very sorry to hear that.,54
Just feeling a tad down,I'm very sorry to hear that.,54
Lately I've been so blue,I'm very sorry to hear that.,54
Lately I've been so broken hearted,I'm very sorry to hear that.,54
Lately I've been so unhappy,I'm very sorry to hear that.,54
Lately I've been so despairing,I'm very sorry to hear that.,54
I'm tired of feeling so unhappy all the time,I'm very sorry to hear that.,54
Lately I've been so down,I'm very sorry to hear that.,54
Lately I've been so downcast,I'm very sorry to hear that.,54
Lately I've been so downhearted,I'm very sorry to hear that.,54
Lately I've been so gloomy,I'm very sorry to hear that.,54
Lately I've been so glum,I'm very sorry to hear that.,54
Lately I've been so inconsolable,I'm very sorry to hear that.,54
Lately I've been so melancholy,I'm very sorry to hear that.,54
Lately I've been so dejected,I'm very sorry to hear that.,54
I love to cook,It's nice to have things you love.,55
I love music,It's nice to have things you love.,55
I love my family,It's nice to have things you love.,55
I love drinking,It's nice to have things you love.,55
I love playing football,It's nice to have things you love.,55
I love cheeseburgers,It's nice to have things you love.,55
I love ponies,It's nice to have things you love.,55
I love New York,It's nice to have things you love.,55
I love walking,It's nice to have things you love.,55
I love tuesdays,It's nice to have things you love.,55
I love Korean food,It's nice to have things you love.,55
I love hip hop,It's nice to have things you love.,55
I love history,It's nice to have things you love.,55
I love horror movies,It's nice to have things you love.,55
I love hunting,It's nice to have things you love.,55
I love ice cream,It's nice to have things you love.,55
I love Independence day,It's nice to have things you love.,55
I love London,It's nice to have things you love.,55
I love journaling,It's nice to have things you love.,55
I love Hanukkah,It's nice to have things you love.,55
I love Kwanza,It's nice to have things you love.,55
I love LA,It's nice to have things you love.,55
I love ladies night,It's nice to have things you love.,55
I love lamp,It's nice to have things you love.,55
I love learning,It's nice to have things you love.,55
I love life,It's nice to have things you love.,55
I love a challenge,It's nice to have things you love.,55
I love Japanese food,It's nice to have things you love.,55
I love getting valentines,It's nice to have things you love.,55
I love foxes,It's nice to have things you love.,55
I love free speech,It's nice to have things you love.,55
I love french fries,It's nice to have things you love.,55
I love fresh bread,It's nice to have things you love.,55
I love fresh flowers,It's nice to have things you love.,55
I love fresh fruit,It's nice to have things you love.,55
I love fridays,It's nice to have things you love.,55
I love hiking,It's nice to have things you love.,55
I love getting a compliment,It's nice to have things you love.,55
I love Hawaii,It's nice to have things you love.,55
I love glasses,It's nice to have things you love.,55
I love going to church,It's nice to have things you love.,55
I love going to the movies,It's nice to have things you love.,55
I love golfing,It's nice to have things you love.,55
I love gossip,It's nice to have things you love.,55
I love Halloween,It's nice to have things you love.,55
I love massages,It's nice to have things you love.,55
I love gardening,It's nice to have things you love.,55
I love my pet,It's nice to have things you love.,55
I love my hometown,It's nice to have things you love.,55
I love my house,It's nice to have things you love.,55
I love my house plants,It's nice to have things you love.,55
I love my job,It's nice to have things you love.,55
I love my kids,It's nice to have things you love.,55
I love my laptop,It's nice to have things you love.,55
I love lobsters,It's nice to have things you love.,55
I love my new shoes,It's nice to have things you love.,55
I love my grandfather,It's nice to have things you love.,55
I love my phone,It's nice to have things you love.,55
I love my record collection,It's nice to have things you love.,55
I love my school,It's nice to have things you love.,55
I love my tattoos,It's nice to have things you love.,55
I love mysteries,It's nice to have things you love.,55
I love mystery novels,It's nice to have things you love.,55
I love my new car,It's nice to have things you love.,55
I love Maui,It's nice to have things you love.,55
I love meditation,It's nice to have things you love.,55
I love Mexican food,It's nice to have things you love.,55
I love Mexico,It's nice to have things you love.,55
I love Milan,It's nice to have things you love.,55
I love milkshakes,It's nice to have things you love.,55
I love mondays,It's nice to have things you love.,55
I love my haircut,It's nice to have things you love.,55
I love monkies,It's nice to have things you love.,55
I love my grandmother,It's nice to have things you love.,55
I love my alma mater,It's nice to have things you love.,55
I love my car,It's nice to have things you love.,55
I love my cat,It's nice to have things you love.,55
I love my dog,It's nice to have things you love.,55
I love my girlfriend,It's nice to have things you love.,55
I love fishing,It's nice to have things you love.,55
I love money,It's nice to have things you love.,55
I love cats,It's nice to have things you love.,55
I love bison,It's nice to have things you love.,55
I love board games,It's nice to have things you love.,55
I love bowling,It's nice to have things you love.,55
I love breakfast in bed,It's nice to have things you love.,55
I love brunch,It's nice to have things you love.,55
I love burgers,It's nice to have things you love.,55
I love football,It's nice to have things you love.,55
I love Canada,It's nice to have things you love.,55
I love being sad,It's nice to have things you love.,55
I love cereal,It's nice to have things you love.,55
I love chatting,It's nice to have things you love.,55
I love cheese,It's nice to have things you love.,55
I love chick flicks,It's nice to have things you love.,55
I love chicken,It's nice to have things you love.,55
I love Chinese food,It's nice to have things you love.,55
I love camping,It's nice to have things you love.,55
I love baking,It's nice to have things you love.,55
I love a good book,It's nice to have things you love.,55
I love a good conversation,It's nice to have things you love.,55
I love a spirited debate,It's nice to have things you love.,55
I love adventure books,It's nice to have things you love.,55
I love alcohol,It's nice to have things you love.,55
I love America,It's nice to have things you love.,55
I love amusement parks,It's nice to have things you love.,55
I love birds,It's nice to have things you love.,55
I love bacon,It's nice to have things you love.,55
I love biking,It's nice to have things you love.,55
I love ballroom dancing,It's nice to have things you love.,55
I love Barcelona,It's nice to have things you love.,55
I love bears,It's nice to have things you love.,55
I love being happy,It's nice to have things you love.,55
I love being in love,It's nice to have things you love.,55
I love being inspired,It's nice to have things you love.,55
I love church,It's nice to have things you love.,55
I love avocado toast,It's nice to have things you love.,55
I love eating,It's nice to have things you love.,55
I love chocolate,It's nice to have things you love.,55
I love donuts,It's nice to have things you love.,55
I love drawing,It's nice to have things you love.,55
I love dreaming,It's nice to have things you love.,55
I love driving my car,It's nice to have things you love.,55
I love ducks,It's nice to have things you love.,55
I love dogs,It's nice to have things you love.,55
I love Easter,It's nice to have things you love.,55
I love deer,It's nice to have things you love.,55
I love EDM,It's nice to have things you love.,55
I love emus,It's nice to have things you love.,55
I love face masks,It's nice to have things you love.,55
I love fantasy books,It's nice to have things you love.,55
I love feeling happy,It's nice to have things you love.,55
I love feeling sad,It's nice to have things you love.,55
I love NYC,It's nice to have things you love.,55
I love eagles,It's nice to have things you love.,55
I love cougars,It's nice to have things you love.,55
I love flirting,It's nice to have things you love.,55
I love classical,It's nice to have things you love.,55
I love clubbing,It's nice to have things you love.,55
I love coffee,It's nice to have things you love.,55
I love collecting things,It's nice to have things you love.,55
I love coloring books,It's nice to have things you love.,55
I love comedy,It's nice to have things you love.,55
I love dolphins,It's nice to have things you love.,55
I love cooking,It's nice to have things you love.,55
I love Christmas,It's nice to have things you love.,55
I love country,It's nice to have things you love.,55
I love country music,It's nice to have things you love.,55
I love cows,It's nice to have things you love.,55
I love crossfit,It's nice to have things you love.,55
I love crossword puzzles,It's nice to have things you love.,55
I love cuddling,It's nice to have things you love.,55
I love dancing,It's nice to have things you love.,55
I love comic con,It's nice to have things you love.,55
I love to learn,It's nice to have things you love.,55
I love to go shopping,It's nice to have things you love.,55
I love to go to concerts,It's nice to have things you love.,55
I love to go to school,It's nice to have things you love.,55
I love to go to the gym,It's nice to have things you love.,55
I love to go to the theater,It's nice to have things you love.,55
I love to go to work,It's nice to have things you love.,55
I love thursdays,It's nice to have things you love.,55
I love to laugh,It's nice to have things you love.,55
I love to eat burgers,It's nice to have things you love.,55
I love to learn new things,It's nice to have things you love.,55
I love to make art,It's nice to have things you love.,55
I love to meditate,It's nice to have things you love.,55
I love to paint,It's nice to have things you love.,55
I love to party,It's nice to have things you love.,55
I love to play cards,It's nice to have things you love.,55
I love to play games,It's nice to have things you love.,55
I love to hike,It's nice to have things you love.,55
I love to dream,It's nice to have things you love.,55
I love New Zealand,It's nice to have things you love.,55
I love to be surprised,It's nice to have things you love.,55
I love to collect comic books,It's nice to have things you love.,55
I love to cuddle,It's nice to have things you love.,55
I love to dance,It's nice to have things you love.,55
I love to do laundry,It's nice to have things you love.,55
I love to fold clothing,It's nice to have things you love.,55
I love to draw,It's nice to have things you love.,55
I love to exercise,It's nice to have things you love.,55
I love to drink,It's nice to have things you love.,55
I love to drink beer,It's nice to have things you love.,55
I love to drink tea,It's nice to have things you love.,55
I love to drink wine,It's nice to have things you love.,55
I love to eat,It's nice to have things you love.,55
I love to eat breakfast,It's nice to have things you love.,55
I love to play pool,It's nice to have things you love.,55
I love to do yoga,It's nice to have things you love.,55
I love watching soccer,It's nice to have things you love.,55
I love to play piano,It's nice to have things you love.,55
I love trees,It's nice to have things you love.,55
I love trivia,It's nice to have things you love.,55
I love Vegas,It's nice to have things you love.,55
I love video games,It's nice to have things you love.,55
I love tomatoes,It's nice to have things you love.,55
I love watching football,It's nice to have things you love.,55
I love Tokyo,It's nice to have things you love.,55
I love watching TV,It's nice to have things you love.,55
I love water,It's nice to have things you love.,55
I love wednesdays,It's nice to have things you love.,55
I love weed,It's nice to have things you love.,55
I love wine,It's nice to have things you love.,55
I love woodworking,It's nice to have things you love.,55
I love working out,It's nice to have things you love.,55
I love watching baseball,It's nice to have things you love.,55
I love to stay up late,It's nice to have things you love.,55
I love this song,It's nice to have things you love.,55
I love to play sports,It's nice to have things you love.,55
I love to play video games,It's nice to have things you love.,55
I love to read the news,It's nice to have things you love.,55
I love to ride my bike,It's nice to have things you love.,55
I love to sing,It's nice to have things you love.,55
I love to sleep,It's nice to have things you love.,55
I love traveling,It's nice to have things you love.,55
I love to smoke,It's nice to have things you love.,55
I love to play poker,It's nice to have things you love.,55
I love to tidy up,It's nice to have things you love.,55
I love to travel,It's nice to have things you love.,55
I love to try new restaurants,It's nice to have things you love.,55
I love to try new things,It's nice to have things you love.,55
I love to wake up early,It's nice to have things you love.,55
I love to walk in the park,It's nice to have things you love.,55
I love to work out,It's nice to have things you love.,55
I love to sleep in,It's nice to have things you love.,55
I love running,It's nice to have things you love.,55
I love puzzles,It's nice to have things you love.,55
I love rainy days,It's nice to have things you love.,55
I love rap,It's nice to have things you love.,55
I love reading,It's nice to have things you love.,55
I love rings,It's nice to have things you love.,55
I love rock climbing,It's nice to have things you love.,55
I love to barbecue,It's nice to have things you love.,55
I love romantic comedies,It's nice to have things you love.,55
I love pop,It's nice to have things you love.,55
I love sailing,It's nice to have things you love.,55
I love San Diego,It's nice to have things you love.,55
I love saturdays,It's nice to have things you love.,55
I love science fiction,It's nice to have things you love.,55
I love sculpting,It's nice to have things you love.,55
I love Seattle,It's nice to have things you love.,55
I love sewing,It's nice to have things you love.,55
I love romance novels,It's nice to have things you love.,55
I'm in love,It's nice to have things you love.,55
I love origami,It's nice to have things you love.,55
I love painting,It's nice to have things you love.,55
I love Paris,It's nice to have things you love.,55
I love peanut butter,It's nice to have things you love.,55
I love penguins,It's nice to have things you love.,55
I love pineapple,It's nice to have things you love.,55
I love pumpkin pie,It's nice to have things you love.,55
I love playing baseball,It's nice to have things you love.,55
I love pot,It's nice to have things you love.,55
I love playing soccer,It's nice to have things you love.,55
I love playing video games,It's nice to have things you love.,55
I love podcasts,It's nice to have things you love.,55
I love poetry,It's nice to have things you love.,55
I love politics,It's nice to have things you love.,55
I love sleeping in,It's nice to have things you love.,55
I love pizza,It's nice to have things you love.,55
I love the smell of fresh baked bread,It's nice to have things you love.,55
I love shopping,It's nice to have things you love.,55
I love the Fourth of July,It's nice to have things you love.,55
I love the future,It's nice to have things you love.,55
I love the Grand Canyon,It's nice to have things you love.,55
I love the holiday seasons,It's nice to have things you love.,55
I love the holidays,It's nice to have things you love.,55
I love the library,It's nice to have things you love.,55
I love the constitution,It's nice to have things you love.,55
I love the past,It's nice to have things you love.,55
I love that song,It's nice to have things you love.,55
I love the smell of the rain,It's nice to have things you love.,55
I love the spring,It's nice to have things you love.,55
I love the stars,It's nice to have things you love.,55
I love the summer,It's nice to have things you love.,55
I love the sun,It's nice to have things you love.,55
I love the winter,It's nice to have things you love.,55
I love the zoo,It's nice to have things you love.,55
I love the moon,It's nice to have things you love.,55
I love tacos,It's nice to have things you love.,55
I love NOLA,It's nice to have things you love.,55
I love smoking,It's nice to have things you love.,55
I love smooth jazz,It's nice to have things you love.,55
I love strawberries,It's nice to have things you love.,55
I love stuffed animals,It's nice to have things you love.,55
I love sundays,It's nice to have things you love.,55
I love sunny days,It's nice to have things you love.,55
I love the fall,It's nice to have things you love.,55
I love swimming,It's nice to have things you love.,55
I love skiing,It's nice to have things you love.,55
I love taking baths,It's nice to have things you love.,55
I love talk shows,It's nice to have things you love.,55
I love teriyaki,It's nice to have things you love.,55
I love Thai food,It's nice to have things you love.,55
I love Thanksgiving,It's nice to have things you love.,55
I love that movie,It's nice to have things you love.,55
I love that show,It's nice to have things you love.,55
I love sushi,It's nice to have things you love.,55
It's a pleasure to finally meet you,It's nice to meet you as well.,56
Charmed,It's nice to meet you as well.,56
Enchante,It's nice to meet you as well.,56
How do you do?,It's nice to meet you as well.,56
Glad to have met,It's nice to meet you as well.,56
Pleased to meet you,It's nice to meet you as well.,56
Glad to make your acquaintance,It's nice to meet you as well.,56
Nice to meet,It's nice to meet you as well.,56
It's a pleasure to meet you,It's nice to meet you as well.,56
A pleasure to know you,It's nice to meet you as well.,56
So rad to meet you,It's nice to meet you as well.,56
So nice to meet you,It's nice to meet you as well.,56
So glad to meet you,It's nice to meet you as well.,56
Pleased to make your acquaintance,It's nice to meet you as well.,56
Nice to meet you,It's nice to meet you as well.,56
Lovely to meet you,It's nice to meet you as well.,56
I've been so excited to meet you,It's nice to meet you as well.,56
I've been looking forward to meeting you,It's nice to meet you as well.,56
It's really nice to meet you,It's nice to meet you as well.,56
It's nice to meet you,It's nice to meet you as well.,56
Great to have met,It's nice to meet you as well.,56
It's a pleasure to make your acquaintance,It's nice to meet you as well.,56
Great to have met you,It's nice to meet you as well.,56
It was an honor to meet you,It's nice to meet you as well.,56
It was an honor to make your acquaintance,It's nice to meet you as well.,56
It is a pleasure to meet you,It's nice to meet you as well.,56
I'm so pleased to meet you,It's nice to meet you as well.,56
I'm so glad to meet you,It's nice to meet you as well.,56
I'm pleased to meet you,It's nice to meet you as well.,56
I couldn't be happier to finally meet you,It's nice to meet you as well.,56
How nice to meet you,It's nice to meet you as well.,56
How nice to make your acquaintance,It's nice to meet you as well.,56
Couldn't be happier to meet you,It's nice to meet you as well.,56
It's a pleasure to have met,It's nice to meet you as well.,56
It's a pleasure to meet you bot,It's nice to meet you as well.,56
It's a real pleasure to meet you,It's nice to meet you as well.,56
It's truly a delight to meet you,It's nice to meet you as well.,56
I've been pumped to meet you,It's nice to meet you as well.,56
Just lovely to meet you,It's nice to meet you as well.,56
Wow it's great to meet you,It's nice to meet you as well.,56
Glad to know you,It's nice to meet you as well.,56
Glad to have met you,It's nice to meet you as well.,56
Glad to meet you,It's nice to meet you as well.,56
Glad to meet,It's nice to meet you as well.,56
Great to meet,It's nice to meet you as well.,56
It's a pleasure to have met you,It's nice to meet you as well.,56
So glad to finally meet you,It's nice to meet you as well.,56
It's a pleasure to meet,It's nice to meet you as well.,56
A pleasure to make your acquaintance,It's nice to meet you as well.,56
A pleasure to have met,It's nice to meet you as well.,56
A pleasure to meet,It's nice to meet you as well.,56
Nice to know you,It's nice to meet you as well.,56
Nice to make your acquaintance,It's nice to meet you as well.,56
Nice to have met you,It's nice to meet you as well.,56
Nice to have met,It's nice to meet you as well.,56
Great to know you,It's nice to meet you as well.,56
Great to make your acquaintance,It's nice to meet you as well.,56
It's a pleasure to know you,It's nice to meet you as well.,56
Have you met Alexa?,"I've heard of other bots, but I haven't met any.",57
